$ mtl, no adv
Epoch 0 imdb 4.06 0.53 0.9900 sem 10.80 0.11 0.3596 time 28.03
Epoch 1 imdb 1.65 0.57 0.7000 sem 7.15 0.20 0.4803 time 28.50
Epoch 2 imdb 0.80 0.60 0.6800 sem 5.34 0.28 0.5344 time 28.47
Epoch 3 imdb 0.68 0.63 0.5700 sem 4.22 0.34 0.5591 time 28.28
Epoch 4 imdb 0.65 0.67 0.8800 sem 3.41 0.40 0.5756 time 28.54
Epoch 5 imdb 0.60 0.71 0.7200 sem 2.90 0.44 0.6073 time 28.84
Epoch 6 imdb 0.56 0.73 0.8000 sem 2.51 0.47 0.6180 time 28.40
Epoch 7 imdb 0.54 0.75 0.8000 sem 2.21 0.50 0.6297 time 28.23
Epoch 8 imdb 0.52 0.76 0.8400 sem 1.97 0.53 0.6393 time 28.32
Epoch 9 imdb 0.49 0.78 0.8500 sem 1.82 0.56 0.6489 time 28.76
Epoch 10 imdb 0.47 0.80 0.8400 sem 1.69 0.58 0.6592 time 28.50
Epoch 11 imdb 0.45 0.80 0.9100 sem 1.58 0.59 0.6673 time 28.53
Epoch 12 imdb 0.43 0.82 0.9100 sem 1.47 0.62 0.6673 time 28.64
Epoch 13 imdb 0.40 0.83 0.8200 sem 1.40 0.63 0.6765 time 27.67
Epoch 14 imdb 0.40 0.84 0.8800 sem 1.33 0.65 0.6820 time 28.26
Epoch 15 imdb 0.37 0.85 0.9300 sem 1.26 0.66 0.6923 time 28.29
Epoch 16 imdb 0.36 0.86 0.7900 sem 1.22 0.67 0.6890 time 27.70
Epoch 17 imdb 0.34 0.86 0.8600 sem 1.20 0.67 0.6960 time 28.16
Epoch 18 imdb 0.33 0.87 0.9000 sem 1.16 0.69 0.7008 time 28.32
Epoch 19 imdb 0.32 0.87 0.9300 sem 1.13 0.68 0.7052 time 28.19
Epoch 20 imdb 0.30 0.88 0.8800 sem 1.10 0.70 0.7011 time 27.94
Epoch 21 imdb 0.29 0.89 0.9400 sem 1.06 0.71 0.7067 time 27.96
Epoch 22 imdb 0.28 0.89 0.9100 sem 1.03 0.72 0.7148 time 28.26
Epoch 23 imdb 0.27 0.90 0.9000 sem 1.00 0.72 0.7118 time 28.49
Epoch 24 imdb 0.25 0.90 0.8900 sem 0.98 0.73 0.7137 time 28.20
Epoch 25 imdb 0.24 0.91 0.9000 sem 0.97 0.73 0.7170 time 28.58
Epoch 26 imdb 0.24 0.91 0.8600 sem 0.93 0.74 0.7225 time 28.50
Epoch 27 imdb 0.23 0.91 0.8800 sem 0.92 0.75 0.7232 time 27.73
Epoch 28 imdb 0.22 0.92 0.8700 sem 0.91 0.75 0.7273 time 28.43
Epoch 29 imdb 0.20 0.92 0.9100 sem 0.87 0.76 0.7310 time 28.32
Epoch 30 imdb 0.20 0.93 0.8600 sem 0.85 0.77 0.7328 time 28.61
